Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation6,CR + PST,O-70,2,SampleProcessPlan2,4,53.33,95.45,98.54,45.21,20.22
Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation7,EDD + FCFS,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation7,EDD + FCFS,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation7,EDD + FCFS,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation7,EDD + FCFS,O-4,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation7,EDD + FCFS,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation7,EDD + FCFS,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation7,EDD + FCFS,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation7,EDD + FCFS,O-8,1,SampleProcessPlan1,4,7.73,49.56,28.03,20.3,20.15
Simulation7,EDD + FCFS,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation7,EDD + FCFS,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation7,EDD + FCFS,O-11,2,SampleProcessPlan2,1,9.1,57.52,16.89,7.79,4.32
Simulation7,EDD + FCFS,O-12,2,SampleProcessPlan2,3,9.18,52.7,23.34,14.16,12.29
Simulation7,EDD + FCFS,O-13,2,SampleProcessPlan2,3,10.02,58.8,36.39,26.37,12.66
Simulation7,EDD + FCFS,O-14,2,SampleProcessPlan2,2,11.03,54.15,28.55,17.52,5.47
Simulation7,EDD + FCFS,O-15,2,SampleProcessPlan2,3,11.12,56.64,31.34,20.22,19.09
Simulation7,EDD + FCFS,O-16,2,SampleProcessPlan2,1,13.75,53.81,23.17,9.42,4.64
Simulation7,EDD + FCFS,O-17,0,SampleProcessPlan2,1,13.93,54.22,20.38,6.44,3.12
Simulation7,EDD + FCFS,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation7,EDD + FCFS,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation7,EDD + FCFS,O-20,0,SampleProcessPlan1,2,15.14,61.9,26.2,11.07,6.6
Simulation7,EDD + FCFS,O-21,2,SampleProcessPlan2,1,16.5,58.31,24.73,8.22,4.35
Simulation7,EDD + FCFS,O-22,2,SampleProcessPlan1,2,18.25,63.8,38.2,19.95,10.17
Simulation7,EDD + FCFS,O-23,2,SampleProcessPlan2,1,21.06,68.26,28.2,7.14,3.45
Simulation7,EDD + FCFS,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.95,8.5,5.22
Simulation7,EDD + FCFS,O-25,2,SampleProcessPlan1,2,21.55,63.19,44.61,23.06,11.46
Simulation7,EDD + FCFS,O-26,2,SampleProcessPlan1,4,21.65,68.3,79.27,57.62,16.5
Simulation7,EDD + FCFS,O-27,2,SampleProcessPlan2,3,22.89,64.43,45.44,22.56,19.91
Simulation7,EDD + FCFS,O-28,1,SampleProcessPlan1,4,24.03,66.86,43.95,19.92,15.16
Simulation7,EDD + FCFS,O-29,2,SampleProcessPlan1,3,25.41,75.13,78.94,53.53,16.33
Simulation7,EDD + FCFS,O-30,1,SampleProcessPlan1,4,25.98,75.9,48.43,22.45,13.3
Simulation7,EDD + FCFS,O-31,2,SampleProcessPlan2,4,26.22,70.4,64.26,38.04,15.86
Simulation7,EDD + FCFS,O-32,2,SampleProcessPlan1,1,26.93,70.59,37.25,10.32,2.0
Simulation7,EDD + FCFS,O-33,2,SampleProcessPlan2,4,29.12,77.11,59.77,30.65,14.97
Simulation7,EDD + FCFS,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.14,4.3,4.19
Simulation7,EDD + FCFS,O-35,2,SampleProcessPlan1,1,30.73,77.85,43.19,12.47,0.81
Simulation7,EDD + FCFS,O-36,2,SampleProcessPlan1,4,30.88,80.58,90.75,59.87,19.03
Simulation7,EDD + FCFS,O-37,2,SampleProcessPlan1,1,31.33,71.37,37.83,6.5,0.58
Simulation7,EDD + FCFS,O-38,2,SampleProcessPlan1,1,31.42,74.65,42.89,11.47,5.06
Simulation7,EDD + FCFS,O-39,1,SampleProcessPlan2,3,31.81,79.0,54.97,23.16,20.85
Simulation7,EDD + FCFS,O-40,2,SampleProcessPlan1,2,32.39,80.6,78.77,46.38,11.6
Simulation7,EDD + FCFS,O-41,2,SampleProcessPlan1,3,32.43,81.68,84.31,51.88,12.48
Simulation7,EDD + FCFS,O-42,2,SampleProcessPlan2,1,32.87,78.51,37.15,4.28,3.75
Simulation7,EDD + FCFS,O-43,0,SampleProcessPlan1,2,35.33,82.84,49.93,14.61,12.52
Simulation7,EDD + FCFS,O-44,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation7,EDD + FCFS,O-45,2,SampleProcessPlan1,4,37.61,82.62,99.3,61.7,16.5
Simulation7,EDD + FCFS,O-46,2,SampleProcessPlan1,2,37.66,77.78,71.63,33.97,8.21
Simulation7,EDD + FCFS,O-47,2,SampleProcessPlan2,3,38.79,86.15,76.59,37.8,15.62
Simulation7,EDD + FCFS,O-48,2,SampleProcessPlan1,3,39.27,87.71,96.13,56.86,14.25
Simulation7,EDD + FCFS,O-49,2,SampleProcessPlan2,1,39.67,89.16,49.15,9.48,3.81
Simulation7,EDD + FCFS,O-50,1,SampleProcessPlan2,4,39.88,84.47,57.42,17.55,16.89
Simulation7,EDD + FCFS,O-51,2,SampleProcessPlan1,1,39.91,85.83,69.3,29.39,2.89
Simulation7,EDD + FCFS,O-52,2,SampleProcessPlan1,2,40.68,89.73,99.65,58.97,14.8
Simulation7,EDD + FCFS,O-53,2,SampleProcessPlan1,4,40.83,83.93,95.58,54.75,23.28
Simulation7,EDD + FCFS,O-54,2,SampleProcessPlan2,1,40.84,81.74,46.31,5.48,3.38
Simulation7,EDD + FCFS,O-55,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation7,EDD + FCFS,O-56,0,SampleProcessPlan1,3,43.72,88.54,63.34,19.63,12.22
Simulation7,EDD + FCFS,O-57,2,SampleProcessPlan2,3,44.6,86.46,88.8,44.2,16.78
Simulation7,EDD + FCFS,O-58,0,SampleProcessPlan1,3,45.49,92.01,70.9,25.41,16.04
Simulation7,EDD + FCFS,O-59,1,SampleProcessPlan2,4,45.89,89.29,71.97,26.08,21.6
Simulation7,EDD + FCFS,O-60,2,SampleProcessPlan1,1,46.0,93.59,80.57,34.56,4.68
Simulation7,EDD + FCFS,O-61,2,SampleProcessPlan2,1,46.05,90.7,53.0,6.95,3.85
Simulation7,EDD + FCFS,O-62,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation7,EDD + FCFS,O-63,2,SampleProcessPlan1,1,47.56,89.01,71.43,23.87,2.13
Simulation7,EDD + FCFS,O-64,1,SampleProcessPlan1,3,49.06,95.35,66.75,17.7,14.23
Simulation7,EDD + FCFS,O-65,2,SampleProcessPlan2,3,49.94,97.85,91.07,41.13,10.53
Simulation7,EDD + FCFS,O-66,2,SampleProcessPlan1,1,50.63,99.78,88.52,37.9,8.49
Simulation7,EDD + FCFS,O-67,2,SampleProcessPlan1,1,50.66,90.85,75.07,24.42,3.55
Simulation7,EDD + FCFS,O-68,2,SampleProcessPlan2,3,52.32,99.57,93.78,41.47,11.58
Simulation7,EDD + FCFS,O-69,2,SampleProcessPlan1,1,52.53,98.67,80.03,27.5,3.05
Simulation7,EDD + FCFS,O-70,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation8,EDD + SPT,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation8,EDD + SPT,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation8,EDD + SPT,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation8,EDD + SPT,O-4,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation8,EDD + SPT,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation8,EDD + SPT,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation8,EDD + SPT,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation8,EDD + SPT,O-8,1,SampleProcessPlan1,4,7.73,49.56,28.03,20.3,20.15
Simulation8,EDD + SPT,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation8,EDD + SPT,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation8,EDD + SPT,O-11,2,SampleProcessPlan2,1,9.1,57.52,16.89,7.79,4.32
Simulation8,EDD + SPT,O-12,2,SampleProcessPlan2,3,9.18,52.7,23.34,14.16,12.29
Simulation8,EDD + SPT,O-13,2,SampleProcessPlan2,3,10.02,58.8,33.56,23.54,12.66
Simulation8,EDD + SPT,O-14,2,SampleProcessPlan2,2,11.03,54.15,20.46,9.43,5.47
Simulation8,EDD + SPT,O-15,2,SampleProcessPlan2,3,11.12,56.64,38.29,27.17,19.09
Simulation8,EDD + SPT,O-16,2,SampleProcessPlan2,1,13.75,53.81,23.17,9.42,4.64
Simulation8,EDD + SPT,O-17,0,SampleProcessPlan2,1,13.93,54.22,20.38,6.44,3.12
Simulation8,EDD + SPT,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation8,EDD + SPT,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation8,EDD + SPT,O-20,0,SampleProcessPlan1,2,15.14,61.9,26.2,11.07,6.6
Simulation8,EDD + SPT,O-21,2,SampleProcessPlan2,1,16.5,58.31,24.73,8.22,4.35
Simulation8,EDD + SPT,O-22,2,SampleProcessPlan1,2,18.25,63.8,32.35,14.1,10.17
Simulation8,EDD + SPT,O-23,2,SampleProcessPlan2,1,21.06,68.26,28.2,7.14,3.45
Simulation8,EDD + SPT,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.95,8.5,5.22
Simulation8,EDD + SPT,O-25,2,SampleProcessPlan1,2,21.55,63.19,51.01,29.46,11.46
Simulation8,EDD + SPT,O-26,2,SampleProcessPlan1,4,21.65,68.3,53.71,32.07,16.5
Simulation8,EDD + SPT,O-27,2,SampleProcessPlan2,3,22.89,64.43,Not Finished,Not Finished,19.91
Simulation8,EDD + SPT,O-28,1,SampleProcessPlan1,4,24.03,66.86,47.58,23.55,15.16
Simulation8,EDD + SPT,O-29,2,SampleProcessPlan1,3,25.41,75.13,81.6,56.19,16.33
Simulation8,EDD + SPT,O-30,1,SampleProcessPlan1,4,25.98,75.9,44.91,18.93,13.3
Simulation8,EDD + SPT,O-31,2,SampleProcessPlan2,4,26.22,70.4,59.25,33.03,15.86
Simulation8,EDD + SPT,O-32,2,SampleProcessPlan1,1,26.93,70.59,36.89,9.96,2.0
Simulation8,EDD + SPT,O-33,2,SampleProcessPlan2,4,29.12,77.11,51.56,22.44,14.97
Simulation8,EDD + SPT,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.14,4.3,4.19
Simulation8,EDD + SPT,O-35,2,SampleProcessPlan1,1,30.73,77.85,42.63,11.91,0.81
Simulation8,EDD + SPT,O-36,2,SampleProcessPlan1,4,30.88,80.58,77.29,46.41,19.03
Simulation8,EDD + SPT,O-37,2,SampleProcessPlan1,1,31.33,71.37,38.39,7.06,0.58
Simulation8,EDD + SPT,O-38,2,SampleProcessPlan1,1,31.42,74.65,43.45,12.03,5.06
Simulation8,EDD + SPT,O-39,1,SampleProcessPlan2,3,31.81,79.0,51.34,19.53,20.85
Simulation8,EDD + SPT,O-40,2,SampleProcessPlan1,2,32.39,80.6,79.23,46.84,11.6
Simulation8,EDD + SPT,O-41,2,SampleProcessPlan1,3,32.43,81.68,73.19,40.76,12.48
Simulation8,EDD + SPT,O-42,2,SampleProcessPlan2,1,32.87,78.51,37.15,4.28,3.75
Simulation8,EDD + SPT,O-43,0,SampleProcessPlan1,2,35.33,82.84,51.21,15.88,12.52
Simulation8,EDD + SPT,O-44,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation8,EDD + SPT,O-45,2,SampleProcessPlan1,4,37.61,82.62,81.01,43.4,16.5
Simulation8,EDD + SPT,O-46,2,SampleProcessPlan1,2,37.66,77.78,78.27,40.61,8.21
Simulation8,EDD + SPT,O-47,2,SampleProcessPlan2,3,38.79,86.15,83.23,44.44,15.62
Simulation8,EDD + SPT,O-48,2,SampleProcessPlan1,3,39.27,87.71,77.79,38.52,14.25
Simulation8,EDD + SPT,O-49,2,SampleProcessPlan2,1,39.67,89.16,52.7,13.03,3.81
Simulation8,EDD + SPT,O-50,1,SampleProcessPlan2,4,39.88,84.47,63.45,23.58,16.89
Simulation8,EDD + SPT,O-51,2,SampleProcessPlan1,1,39.91,85.83,69.57,29.66,2.89
Simulation8,EDD + SPT,O-52,2,SampleProcessPlan1,2,40.68,89.73,97.65,56.97,14.8
Simulation8,EDD + SPT,O-53,2,SampleProcessPlan1,4,40.83,83.93,97.52,56.69,23.28
Simulation8,EDD + SPT,O-54,2,SampleProcessPlan2,1,40.84,81.74,46.31,5.48,3.38
Simulation8,EDD + SPT,O-55,2,SampleProcessPlan1,4,42.46,91.06,90.41,47.95,15.29
Simulation8,EDD + SPT,O-56,0,SampleProcessPlan1,3,43.72,88.54,61.33,17.61,12.22
Simulation8,EDD + SPT,O-57,2,SampleProcessPlan2,3,44.6,86.46,96.97,52.37,16.78
Simulation8,EDD + SPT,O-58,0,SampleProcessPlan1,3,45.49,92.01,63.01,17.52,16.04
Simulation8,EDD + SPT,O-59,1,SampleProcessPlan2,4,45.89,89.29,68.25,22.36,21.6
Simulation8,EDD + SPT,O-60,2,SampleProcessPlan1,1,46.0,93.59,80.39,34.39,4.68
Simulation8,EDD + SPT,O-61,2,SampleProcessPlan2,1,46.05,90.7,53.11,7.06,3.85
Simulation8,EDD + SPT,O-62,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation8,EDD + SPT,O-63,2,SampleProcessPlan1,1,47.56,89.01,71.7,24.14,2.13
Simulation8,EDD + SPT,O-64,1,SampleProcessPlan1,3,49.06,95.35,66.61,17.56,14.23
Simulation8,EDD + SPT,O-65,2,SampleProcessPlan2,3,49.94,97.85,66.63,16.69,10.53
Simulation8,EDD + SPT,O-66,2,SampleProcessPlan1,1,50.63,99.78,88.7,38.07,8.49
Simulation8,EDD + SPT,O-67,2,SampleProcessPlan1,1,50.66,90.85,75.25,24.59,3.55
Simulation8,EDD + SPT,O-68,2,SampleProcessPlan2,3,52.32,99.57,65.31,12.99,11.58
Simulation8,EDD + SPT,O-69,2,SampleProcessPlan1,1,52.53,98.67,80.21,27.68,3.05
Simulation8,EDD + SPT,O-70,2,SampleProcessPlan2,4,53.33,95.45,93.12,39.79,20.22
Simulation ID,Rules,Order ID,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation9,EDD + PST,O-1,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation9,EDD + PST,O-2,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation9,EDD + PST,O-3,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation9,EDD + PST,O-4,0,SampleProcessPlan2,2,2.94,51.76,11.92,8.98,5.25
Simulation9,EDD + PST,O-5,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation9,EDD + PST,O-6,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation9,EDD + PST,O-7,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation9,EDD + PST,O-8,1,SampleProcessPlan1,4,7.73,49.56,28.03,20.3,20.15
Simulation9,EDD + PST,O-9,0,SampleProcessPlan2,3,8.0,49.82,17.22,9.22,9.6
Simulation9,EDD + PST,O-10,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation9,EDD + PST,O-11,2,SampleProcessPlan2,1,9.1,57.52,16.89,7.79,4.32
Simulation9,EDD + PST,O-12,2,SampleProcessPlan2,3,9.18,52.7,23.34,14.16,12.29
Simulation9,EDD + PST,O-13,2,SampleProcessPlan2,3,10.02,58.8,67.17,57.15,12.66
Simulation9,EDD + PST,O-14,2,SampleProcessPlan2,2,11.03,54.15,28.55,17.52,5.47
Simulation9,EDD + PST,O-15,2,SampleProcessPlan2,3,11.12,56.64,31.34,20.22,19.09
Simulation9,EDD + PST,O-16,2,SampleProcessPlan2,1,13.75,53.81,23.17,9.42,4.64
Simulation9,EDD + PST,O-17,0,SampleProcessPlan2,1,13.93,54.22,20.38,6.44,3.12
Simulation9,EDD + PST,O-18,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation9,EDD + PST,O-19,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation9,EDD + PST,O-20,0,SampleProcessPlan1,2,15.14,61.9,26.2,11.07,6.6
Simulation9,EDD + PST,O-21,2,SampleProcessPlan2,1,16.5,58.31,24.73,8.22,4.35
Simulation9,EDD + PST,O-22,2,SampleProcessPlan1,2,18.25,63.8,36.19,17.94,10.17
Simulation9,EDD + PST,O-23,2,SampleProcessPlan2,1,21.06,68.26,28.2,7.14,3.45
Simulation9,EDD + PST,O-24,2,SampleProcessPlan2,1,21.45,65.67,29.95,8.5,5.22
Simulation9,EDD + PST,O-25,2,SampleProcessPlan1,2,21.55,63.19,57.59,36.04,11.46
Simulation9,EDD + PST,O-26,2,SampleProcessPlan1,4,21.65,68.3,53.71,32.07,16.5
Simulation9,EDD + PST,O-27,2,SampleProcessPlan2,3,22.89,64.43,42.66,19.78,19.91
Simulation9,EDD + PST,O-28,1,SampleProcessPlan1,4,24.03,66.86,43.95,19.92,15.16
Simulation9,EDD + PST,O-29,2,SampleProcessPlan1,3,25.41,75.13,80.14,54.73,16.33
Simulation9,EDD + PST,O-30,1,SampleProcessPlan1,4,25.98,75.9,48.43,22.45,13.3
Simulation9,EDD + PST,O-31,2,SampleProcessPlan2,4,26.22,70.4,65.5,39.28,15.86
Simulation9,EDD + PST,O-32,2,SampleProcessPlan1,1,26.93,70.59,37.25,10.32,2.0
Simulation9,EDD + PST,O-33,2,SampleProcessPlan2,4,29.12,77.11,75.31,46.19,14.97
Simulation9,EDD + PST,O-34,2,SampleProcessPlan2,1,29.83,78.55,34.14,4.3,4.19
Simulation9,EDD + PST,O-35,2,SampleProcessPlan1,1,30.73,77.85,43.19,12.47,0.81
Simulation9,EDD + PST,O-36,2,SampleProcessPlan1,4,30.88,80.58,80.3,49.42,19.03
Simulation9,EDD + PST,O-37,2,SampleProcessPlan1,1,31.33,71.37,37.83,6.5,0.58
Simulation9,EDD + PST,O-38,2,SampleProcessPlan1,1,31.42,74.65,42.89,11.47,5.06
Simulation9,EDD + PST,O-39,1,SampleProcessPlan2,3,31.81,79.0,52.19,20.38,20.85
Simulation9,EDD + PST,O-40,2,SampleProcessPlan1,2,32.39,80.6,78.77,46.38,11.6
Simulation9,EDD + PST,O-41,2,SampleProcessPlan1,3,32.43,81.68,91.22,58.79,12.48
Simulation9,EDD + PST,O-42,2,SampleProcessPlan2,1,32.87,78.51,37.15,4.28,3.75
Simulation9,EDD + PST,O-43,0,SampleProcessPlan1,2,35.33,82.84,51.54,16.22,12.52
Simulation9,EDD + PST,O-44,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation9,EDD + PST,O-45,2,SampleProcessPlan1,4,37.61,82.62,88.69,51.09,16.5
Simulation9,EDD + PST,O-46,2,SampleProcessPlan1,2,37.66,77.78,83.5,45.84,8.21
Simulation9,EDD + PST,O-47,2,SampleProcessPlan2,3,38.79,86.15,94.89,56.1,15.62
Simulation9,EDD + PST,O-48,2,SampleProcessPlan1,3,39.27,87.71,93.91,54.64,14.25
Simulation9,EDD + PST,O-49,2,SampleProcessPlan2,1,39.67,89.16,52.7,13.03,3.81
Simulation9,EDD + PST,O-50,1,SampleProcessPlan2,4,39.88,84.47,59.03,19.16,16.89
Simulation9,EDD + PST,O-51,2,SampleProcessPlan1,1,39.91,85.83,69.3,29.39,2.89
Simulation9,EDD + PST,O-52,2,SampleProcessPlan1,2,40.68,89.73,Not Finished,Not Finished,14.8
Simulation9,EDD + PST,O-53,2,SampleProcessPlan1,4,40.83,83.93,84.97,44.14,23.28
Simulation9,EDD + PST,O-54,2,SampleProcessPlan2,1,40.84,81.74,46.31,5.48,3.38
Simulation9,EDD + PST,O-55,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation9,EDD + PST,O-56,0,SampleProcessPlan1,3,43.72,88.54,61.89,18.18,12.22
Simulation9,EDD + PST,O-57,2,SampleProcessPlan2,3,44.6,86.46,86.06,41.46,16.78
Simulation9,EDD + PST,O-58,0,SampleProcessPlan1,3,45.49,92.01,66.04,20.55,16.04
Simulation9,EDD + PST,O-59,1,SampleProcessPlan2,4,45.89,89.29,70.3,24.41,21.6
Simulation9,EDD + PST,O-60,2,SampleProcessPlan1,1,46.0,93.59,80.57,34.56,4.68
Simulation9,EDD + PST,O-61,2,SampleProcessPlan2,1,46.05,90.7,53.11,7.06,3.85
Simulation9,EDD + PST,O-62,2,SampleProcessPlan1,3,47.53,92.73,99.11,51.59,16.08
Simulation9,EDD + PST,O-63,2,SampleProcessPlan1,1,47.56,89.01,71.43,23.87,2.13
Simulation9,EDD + PST,O-64,1,SampleProcessPlan1,3,49.06,95.35,68.76,19.71,14.23
Simulation9,EDD + PST,O-65,2,SampleProcessPlan2,3,49.94,97.85,Not Finished,Not Finished,10.53
Simulation9,EDD + PST,O-66,2,SampleProcessPlan1,1,50.63,99.78,88.52,37.9,8.49
Simulation9,EDD + PST,O-67,2,SampleProcessPlan1,1,50.66,90.85,75.07,24.42,3.55
Simulation9,EDD + PST,O-68,2,SampleProcessPlan2,3,52.32,99.57,Not Finished,Not Finished,11.58
Simulation9,EDD + PST,O-69,2,SampleProcessPlan1,1,52.53,98.67,80.03,27.5,3.05
Simulation9,EDD + PST,O-70,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
